old_name	 new_name

Ситова вулиця	Ситова вулиця
Ситюкова вулиця	Ситюкова вулиця

Сичівка-II вулиця	Сичівка-II вулиця

Сичова вулиця	Сичова вулиця
СІА Мобайл	СІА Мобайл
Сібільова вулиця	Сібільова вулиця
Сіваченка вулиця	Сіваченка вулиця
Сіверка вулиця	Сіверка вулиця
Сіверодонецька вулиця	Сіверодонецька вулиця
Сіверодонецький в'їзд	Сіверодонецький вʼїзд
Сіверодонецький провулок	Сіверодонецький провулок
Сіверса в’їзд	Сіверса вʼїзд
Сіверса вулиця	Сіверса вулиця



Сіверськодонецька вулиця	Сіверськодонецька вулиця
Сіверськодонецький провулок	Сіверськодонецький провулок


Сівецька вулиця	Сівецька вулиця

Сівкова вулиця	Сівкова вулиця

Сігова вулиця	Сігова вулиця

Сіґет вулиця	Сіґет вулиця
Сіденка вулиця	Сіденка вулиця
Сіді Таль вулиця	Сіді Таль вулиця
Сідловина - полонина	Сідловина - полонина
Сікіріна вулиця	Сікіріна вулиця
Сікорського вулиця	Сікорського вулиця
Сікорського Ігоря вулиця	Сікорського Ігоря вулиця
Сікорського Михайла вулиця	Сікорського Михайла вулиця
Сікорського провулок	Сікорського провулок
Сілаєва вулиця	Сілаєва вулиця
Сілваї вулиця	Сілваї вулиця
Сілезька вулиця	Сілезька вулиця
Сілікатна вулиця	Сілікатна вулиця


Сільваші вулиця	Сільваші вулиця
Сільвая вулиця	Сільвая вулиця
Сільвестра Сембратовича вулиця	Сільвестра Сембратовича вулиця
Сільвестрова вулиця	Сільвестрова вулиця
Сільгосп Технікум вулиця	Сільгосп Технікум вулиця

Сільгосптехніки провулок	Сільгосптехніки провулок
Сільгосптехнічний провулок	Сільгосптехнічний провулок



Сільпо	Сільпо








Сільських Будівельників вулиця	Сільських Будівельників вулиця






Сільце вулиця	Сільце вулиця

Сім'ї Клименків вулиця	Сімʼї Клименків вулиця
Сім'ї Розумовських вулиця	Сімʼї Розумовських вулиця
Сім'ї Сидоренків вулиця	Сімʼї Сидоренків вулиця
Сім'ї Сосніних вулиця	Сімʼї Сосніних вулиця
Сім’ї Дяківських вулиця	Сімʼї Дяківських вулиця
Сім’ї Забарило вулиця	Сімʼї Забарило вулиця
Сім’ї Ідзиковських вулиця	Сімʼї Ідзиковських вулиця
Сім’ї Кістяківських вулиця	Сімʼї Кістяківських вулиця
Сім’ї Колессів вулиця	Сімʼї Колессів вулиця
Сім’ї Косачів вулиця	Сімʼї Косачів вулиця
Сім’ї Красовських вулиця	Сімʼї Красовських вулиця
Сім’ї Кульженків вулиця	Сімʼї Кульженків вулиця
Сім’ї Прахових вулиця	Сімʼї Прахових вулиця
Сім’ї Розумовських вулиця	Сімʼї Розумовських вулиця
Сім’ї Сосніних вулиця	Сімʼї Сосніних вулиця
Сім’ї Стешенків вулиця	Сімʼї Стешенків вулиця
Сім’ї Ханенків вулиця	Сімʼї Ханенків вулиця
Сім’ї Хохлових вулиця	Сімʼї Хохлових вулиця
Сім’ї Шильманів вулиця	Сімʼї Шильманів вулиця
Сім’ї Шкарівських вулиця	Сімʼї Шкарівських вулиця
Сім’ї Шовкоплясів вулиця	Сімʼї Шовкоплясів вулиця
Сім’яноводницька вулиця	Сімʼяноводницька вулиця

Сімака вулиця	Сімака вулиця
Сімака провулок	Сімака провулок
Сімейна вулиця	Сімейна вулиця

Сімнадцята вулиця	Сімнадцята вулиця
Сімнадцятого партз’їзду вулиця	Сімнадцятого партзʼїзду вулиця
Сімнадцятого Партз’їзду провулок	Сімнадцятого Партзʼїзду провулок
Сімовича вулиця	Сімовича вулиця


Сімферопольське шосе	Сімферопольське шосе

Сімʼї Бродських вулиця	Сімʼї Бродських вулиця
Сімʼї Житецьких вулиця	Сімʼї Житецьких вулиця
Сімʼї Петрашко вулиця	Сімʼї Петрашко вулиця
Сімʼї Тарасевичів провулок	Сімʼї Тарасевичів провулок
Сінгаєвського вулиця	Сінгаєвського вулиця
Сінічина вулиця	Сінічина вулиця
Сінкевича вулиця	Сінкевича вулиця
Сінна вулиця	Сінна вулиця
Сінна площа	Сінна площа
Сінний провулок	Сінний провулок
Сінний тупик	Сінний тупик
Сінокісна вулиця	Сінокісна вулиця
Сінько вулиця	Сінько вулиця
Сіра вулиця	Сіра вулиця
Сіренєва вулиця	Сіренєва вулиця


Сірика вулиця	Сірика вулиця



Сірка вулиця	Сірка вулиця
Сірка провулок	Сірка провулок
Сірко вулиця	Сірко вулиця
Сіркова вулиця	Сіркова вулиця

Сірого вулиця	Сірого вулиця
Сірожупанників вулиця	Сірожупанників вулиця
Сірожупанної Дивізії вулиця	Сірожупанної Дивізії вулиця
Сірої дивізії вулиця	Сірої дивізії вулиця
Сіропупа вулиця	Сіропупа вулиця
Сіталівка вулиця	Сіталівка вулиця

Сіті Лейк	Сіті Лейк
Сіточний вулиця	Сіточний вулиця
Сіцинського вулиця	Сіцинського вулиця
Сіцінського вулиця	Сіцінського вулиця
Січева вулиця	Січева вулиця




Січинецька вулиця	Січинецька вулиця
Січинського	Січинського
Січинського вулиця	Січинського вулиця
Січі вулиця	Січі вулиця
Січнева вулиця	Січнева вулиця
Січневий провулок	Січневий провулок
Січневого повстання вулиця	Січневого повстання вулиця
Січневого Повстання вулиця	Січневого Повстання вулиця
Січневого Прориву вулиця	Січневого Прориву вулиця
Січова вулиця	Січова вулиця
Січова Вулиця	Січова Вулиця
Січовий в’їзд	Січовий вʼїзд
Січовий провулок	Січовий провулок
Січових Срільців Бічна вулиця	Січових Срільців Бічна вулиця
Січових Стільців вулиця	Січових Стільців вулиця
Січових Стрілців вулиця	Січових Стрілців вулиця
Січових Стрільців	Січових Стрільців
Січових стрільців вулиця	Січових стрільців вулиця
Січових Стрільців вулиця	Січових Стрільців вулиця
Січових Стрільців майдан	Січових Стрільців майдан
Січових Стрільців площа	Січових Стрільців площа
Січових стрільців провулок	Січових стрільців провулок
Січових Стрільців провулок	Січових Стрільців провулок


Скадовская	Скадовская


Скадовського провулок	Скадовського провулок

Скалевата вулиця	Скалевата вулиця
Скалецька вулиця	Скалецька вулиця

Скалистий провулок	Скалистий провулок
Скалистый проезд	Скалистый проезд
Скаліка вулиця	Скаліка вулиця

Скальна вулиця	Скальна вулиця

Скарбна вулиця	Скарбна вулиця
Скарбниця	Скарбниця
Скарбова вулиця	Скарбова вулиця
Скаржинського вулиця	Скаржинського вулиця

Скаржинської вулиця	Скаржинської вулиця

Скачкова вулиця	Скачкова вулиця
Сквер вулиця	Сквер вулиця
Сквер Здоров’я	Сквер Здоровʼя

Сквер Перемоги	Сквер Перемоги
Скверчинського вулиця	Скверчинського вулиця

Сквирське шосе	Сквирське шосе

Сквозна вулиця	Сквозна вулиця
Сквозний провулок	Сквозний провулок
Скворцова	Скворцова
Скворцова вулиця	Скворцова вулиця
Скелева вулиця	Скелева вулиця

Скельна вулиця	Скельна вулиця
Скельний провулок	Скельний провулок
Скельская пещера	Скельская пещера
Скеляста вулиця	Скеляста вулиця
Скелястий провулок	Скелястий провулок




Скитницька вулиця	Скитницька вулиця

Скісна вулиця	Скісна вулиця
Скітна вулиця	Скітна вулиця
Скітник вулиця	Скітник вулиця



Скічка вулиця	Скічка вулиця
Складна стежка	Складна стежка
Складна стежка до струмка	Складна стежка до струмка
складний шлях	складний шлях
Складова вулиця	Складова вулиця
Складская	Складская


Скліфасовського вулиця	Скліфасовського вулиця
Скліфосовського вулиця	Скліфосовського вулиця
Скліфосовського провулок	Скліфосовського провулок

Склотарний провулок	Склотарний провулок
Скляна вулиця	Скляна вулиця
Склянського провулок	Склянського провулок
Скляра вулиця	Скляра вулиця
Скляра провулок	Скляра провулок
Скляренка вулиця	Скляренка вулиця
Скляренка провулок	Скляренка провулок
Склярова вулиця	Склярова вулиця
Склярова провулок	Склярова провулок
Скнарьова вулиця	Скнарьова вулиця


Скобелка вулиця	Скобелка вулиця
Скобєлева провулок	Скобєлева провулок
Скоблі вулиця	Скоблі вулиця
Скоблі провулок	Скоблі провулок
Скоблова вулиця	Скоблова вулиця
Скобы	Скобы

Сковороди Григорія вулиця	Сковороди Григорія вулиця
Сковороди провулок	Сковороди провулок



Скокова вулиця	Скокова вулиця

Скопенка вулиця	Скопенка вулиця
Скопецька вулиця	Скопецька вулиця
Скопецького вулиця	Скопецького вулиця
Скорбонського вулиця	Скорбонського вулиця
Скорботи площа	Скорботи площа
Скорика вулиця	Скорика вулиця
Скоробагатова вулиця	Скоробагатова вулиця

Скорого вулиця	Скорого вулиця
Скородинського вулиця	Скородинського вулиця

Скоропадських вулиця	Скоропадських вулиця
Скоропадського вулиця	Скоропадського вулиця
Скоропадського провулок	Скоропадського провулок
Скоропадьського провулок	Скоропадьського провулок
Скорохода вулиця	Скорохода вулиця

Скороходова вулиця	Скороходова вулиця
Скорульського проїзд	Скорульського проїзд
Скотарське	Скотарське
Скотаря вулиця	Скотаря вулиця
Скотоватаявулиця	Скотоватаявулиця
Скочинського вулиця	Скочинського вулиця
Скребцова провулок	Скребцова провулок
Скреперна вулиця	Скреперна вулиця


Скринника провулок	Скринника провулок

Скринько вулиця	Скринько вулиця
Скрипіна вулиця	Скрипіна вулиця
Скрипника вулиця	Скрипника вулиця
Скрипченка вулиця	Скрипченка вулиця
Скрипченка провулок	Скрипченка провулок
Скромна вулиця	Скромна вулиця
Скрябіна вулиця	Скрябіна вулиця
Скубана вулиця	Скубана вулиця

Скульптора Вітрика провулок	Скульптора Вітрика провулок
Скульптора Ізмалкова вулиця	Скульптора Ізмалкова вулиця
Скульптора Кравченка вулиця	Скульптора Кравченка вулиця
Скульптора Олішкевича вулиця	Скульптора Олішкевича вулиця
Скульптора Сосновського вулиця	Скульптора Сосновського вулиця
Скульптурна вулиця	Скульптурна вулиця
Скульського вулиця	Скульського вулиця
Скурідіна дача	Скурідіна дача

Скуцького вулиця	Скуцького вулиця
Скушнікова вулиця	Скушнікова вулиця
Слабенюка вулиця	Слабенюка вулиця


Славгородського вулиця	Славгородського вулиця

Славетна вулиця	Славетна вулиця
Славетний провулок	Славетний провулок
Слави алея	Слави алея
Слави бульвар	Слави бульвар
Слави в'їзд	Слави вʼїзд

Слави квартал	Слави квартал
Слави площа	Слави площа
Слави провулок	Слави провулок
Слави проспект	Слави проспект
Слави Стецько вулиця	Слави Стецько вулиця
Славіна вулиця	Славіна вулиця
Славна вулиця	Славна вулиця
Славний провулок	Славний провулок

Славського вулиця	Славського вулиця
Славутицька вулиця	Славутицька вулиця
Славутича вулиця	Славутича вулиця

Славы	Славы
Славяногорская	Славяногорская
Славянская	Славянская


Сладкова вулиця	Сладкова вулиця
Слайковського вулиця	Слайковського вулиця
Сланцева вулиця	Сланцева вулиця
Сластьона вулиця	Сластьона вулиця
Слатіна вулиця	Слатіна вулиця
Слепнева вулиця	Слепнева вулиця
Слєпньова вулиця	Слєпньова вулиця
Слєпньова провулок	Слєпньова провулок

Сливова вулиця	Сливова вулиця
Сливовий провулок	Сливовий провулок
Сливовый тупик	Сливовый тупик
Слизькоухого вулиця	Слизькоухого вулиця
Слинька провулок	Слинька провулок

Слідопитів вулиця	Слідопитів вулиця
Сліпа вулиця	Сліпа вулиця
Сліпенчука вулиця	Сліпенчука вулиця
Сліпньова вулиця	Сліпньова вулиця
Слобжанский провулок	Слобжанский провулок
Слобідка вулиця	Слобідка вулиця






Слобіцька вулиця	Слобіцька вулиця
Слобода вулиця	Слобода вулиця
Слободенюка вулиця	Слободенюка вулиця



слободчикова	слободчикова
Слободчикова	Слободчикова

Слободянука вулиця	Слободянука вулиця
Слобожанів вулиця	Слобожанів вулиця
Слобожанская (Ленина)	Слобожанская (Ленина)

















Словацька вулиця	Словацька вулиця
Словацький провулок	Словацький провулок
Словацького вулиця	Словацького вулиця
Словацького провулок	Словацького провулок





Службова вулиця	Службова вулиця
Службовий провулок	Службовий провулок
Службовий прохід	Службовий прохід

Слупачика вулиця	Слупачика вулиця
Слуха вулиця	Слуха вулиця
Слуцкого	Слуцкого
Слуцький провулок	Слуцький провулок
Слуцького вулиця	Слуцького вулиця

Слюсарна вулиця	Слюсарна вулиця
Слюсарний в’їзд	Слюсарний вʼїзд
Слюсарний провулок	Слюсарний провулок
Слюсарний проїзд	Слюсарний проїзд

Смаглія вулиця	Смаглія вулиця
Смакова провулок	Смакова провулок

Смаль Стоцкого	Смаль Стоцкого
Смаля вулиця	Смаля вулиця
Смарагдова вулиця	Смарагдова вулиця
Смарагдовий провулок	Смарагдовий провулок
Смекалкіна вулиця	Смекалкіна вулиця
Смердова вулиця	Смердова вулиця
Смерекова вулиця	Смерекова вулиця
Смерековий провулок	Смерековий провулок
Смеречанського вулиця	Смеречанського вулиця
Смеричинського вулиця	Смеричинського вулиця
Смерічка вулиця	Смерічка вулиця
Смерчинської вулиця	Смерчинської вулиця
Сметаніна вулиця	Сметаніна вулиця
Смєлякова вулиця	Смєлякова вулиця
Смизький провулок	Смизький провулок

Смиковецька вулиця	Смиковецька вулиця
Смирнихіна провулок	Смирнихіна провулок
Смирнівка вулиця	Смирнівка вулиця
Смирнова вулиця	Смирнова вулиця
Смирнова провулок	Смирнова провулок
Смирнова-Ласточкіна вулиця	Смирнова-Ласточкіна вулиця
Смирного вулиця	Смирного вулиця
Сміжна вулиця	Сміжна вулиця
Сміла вулиця	Сміла вулиця
Сміливий провулок	Сміливий провулок
Сміливих вулиця	Сміливих вулиця






Смілянського вулиця	Смілянського вулиця
Смірнова вулиця	Смірнова вулиця
Смірнова провулок	Смірнова провулок

Смокина	Смокина

Смоленская	Смоленская


Смоливиця вулиця	Смоливиця вулиця

Смолиста вулиця	Смолиста вулиця
Смолича вулиця	Смолича вулиця
Смоліна вулиця	Смоліна вулиця

Смоловика провулок	Смоловика провулок
Смолокур вулиця	Смолокур вулиця
Смольна вулиця	Смольна вулиця
Смольная	Смольная
Смольний провулок	Смольний провулок
Смольського вулиця	Смольського вулиця
Смолякова вулиця	Смолякова вулиця
Смоляна вулиця	Смоляна вулиця



Смолярна вулиця	Смолярна вулиця
Смолярня вулиця	Смолярня вулиця

Смородинова вулиця	Смородинова вулиця


Смотрицкая	Смотрицкая
Смотрицька вулиця	Смотрицька вулиця
Смотрицький провулок	Смотрицький провулок
Смотрицького вулиця	Смотрицького вулиця
Смотрицького провулок	Смотрицького провулок

Смурова Вулиця	Смурова Вулиця
Смутченка вулиця	Смутченка вулиця
Снайпер квартал	Снайпер квартал
Снайпера Адамия	Снайпера Адамия
Снайпера вулиця	Снайпера вулиця

Снайпера провулок	Снайпера провулок


Снарядний провулок	Снарядний провулок
Сненького вулиця	Сненького вулиця
Снігова вулиця	Снігова вулиця
Сніговий провулок	Сніговий провулок
Снігурі вулиця	Снігурі вулиця


Снігурова вулиця	Снігурова вулиця
Снігурових вулиця	Снігурових вулиця

Сніжна вулиця	Сніжна вулиця
Сніжний провулок	Сніжний провулок




Сніховського вулиця	Сніховського вулиця



СНТ Автомобилист	СНТ Автомобилист
СНТ Нептун	СНТ Нептун
СНТ Риф территория	СНТ Риф территория
СНТСН Парус	СНТСН Парус


Собачий провулок	Собачий провулок
Собесяка вулиця	Собесяка вулиця
Собінова вулиця	Собінова вулиця
Собінова провулок	Собінова провулок
Собка вулиця	Собка вулиця
Соболевського вулиця	Соболевського вулиця
Соболєва вулиця	Соболєва вулиця
Соболєвського вулиця	Соболєвського вулиця
Соболина вулиця	Соболина вулиця

Соболя вулиця	Соболя вулиця
Собор Святого Юра	Собор Святого Юра
Соборна (Жовтнева) вулиця	Соборна (Жовтнева) вулиця
Соборна (Чапаєва) вулиця	Соборна (Чапаєва) вулиця
Соборна вулиця	Соборна вулиця
Соборна площа	Соборна площа
Соборна провулок	Соборна провулок
Соборна Україна вулиця	Соборна Україна вулиця
Соборная	Соборная
Соборнв вулиця	Соборнв вулиця
Соборний майдан	Соборний майдан
Соборний провулок	Соборний провулок
Соборний проспект	Соборний проспект
Соборний узвіз	Соборний узвіз


Соборності вулиця	Соборності вулиця
Соборності вулиця (Колгоспна)	Соборності вулиця (Колгоспна)
Соборності площа	Соборності площа
Соборності провулок	Соборності провулок
Соборності проспект	Соборності проспект

Соборный проспект	Соборный проспект
Собрана вулиця	Собрана вулиця
Собранецька вулиця	Собранецька вулиця

советская	советская
Советская	Советская
Советская (Гірнична)	Советская (Гірнична)
Советская балка	Советская балка
Советская площа	Советская площа
Советский проезд	Советский проезд
Советское шоссе	Советское шоссе

Совецкая	Совецкая
Совєтов вулиця	Совєтов вулиця


Совича вулиця	Совича вулиця


Совхозна вулиця	Совхозна вулиця
Совхозная	Совхозная
Совхозная вулиця	Совхозная вулиця
Совхозний провулок	Совхозний провулок
Совхозное	Совхозное
Совхутір вулиця	Совхутір вулиця




Соїча вулиця	Соїча вулиця
Сойми	Сойми

Сокальського вулиця	Сокальського вулиця
Сокирка провулок	Сокирка провулок


Сокільники	Сокільники
Сокільницька вулиця	Сокільницька вулиця
Сокільницький проїзд	Сокільницький проїзд


Сокола-Батька вулиця	Сокола-Батька вулиця
Соколецька вулиця	Соколецька вулиця
Соколина вулиця	Соколина вулиця
Соколиний провулок	Соколиний провулок

Соколів провулок	Соколів провулок


Соколова вулиця	Соколова вулиця
Соколова Гора вулиця	Соколова Гора вулиця
Соколова провулок	Соколова провулок
Соколового Каміння вулиця	Соколового Каміння вулиця


Соколовських вулиця	Соколовських вулиця
Соколовських провулок	Соколовських провулок
Соколовських проїзд	Соколовських проїзд
Соколовського вулиця	Соколовського вулиця
Соколовського провулок	Соколовського провулок
Соколовської вулиця	Соколовської вулиця
Соколовців вулиця	Соколовців вулиця
Сокольники парк	Сокольники парк

Соколюка вулиця	Соколюка вулиця
Сократ Trail	Сократ Trail
Сокурівка вулиця	Сокурівка вулиця
Солвьиный пер.	Солвьиный пер.
Солгутовського вулиця	Солгутовського вулиця
Солдатенка вулиця	Солдатенка вулиця
Солдатівка вулиця	Солдатівка вулиця




Солеварів провулок	Солеварів провулок


Солецька вулиця	Солецька вулиця
Солідарна вулиця	Солідарна вулиця
Солідарний в’їзд	Солідарний вʼїзд
Солідарний провулок	Солідарний провулок
Солідарності вулиця	Солідарності вулиця

Солнечная	Солнечная
солнечный	солнечный
Солнечный квартал	Солнечный квартал
Солнечный микрорайон	Солнечный микрорайон
Солнєчна вулиця	Солнєчна вулиця
Солнцева вулиця	Солнцева вулиця
Солобаєва вулиця	Солобаєва вулиця


Солов'їна вулиця	Соловʼїна вулиця

Солов'їний гай вулиця	Соловʼїний гай вулиця
Солов'їний провулок	Соловʼїний провулок
Солов'яненка провулок	Соловʼяненка провулок



Солов‘їна вулиця	Солов‘їна вулиця
Солов‘їний провулок	Солов‘їний провулок
Солов’ їна вулиця	Соловʼ їна вулиця
Солов’їна вулиця	Соловʼїна вулиця
Солов’їний провулок	Соловʼїний провулок
Солов’яненка вулиця	Соловʼяненка вулиця
Солов`їна вулиця	Солов`їна вулиця
Соловецька вулиця	Соловецька вулиця
Соловійка вулиця	Соловійка вулиця
Соловїна вулиця	Соловїна вулиця
Соловїний провулок	Соловїний провулок
Соловйова вулиця	Соловйова вулиця
Соловйових вулиця	Соловйових вулиця
Соловчиння вулиця	Соловчиння вулиця
Соловʼїна вулиця	Соловʼїна вулиця
Сологуба вулиця	Сологуба вулиця
Солоджука вулиця	Солоджука вулиця
Солодилова провулок	Солодилова провулок
Солоділова вулиця	Солоділова вулиця
Солодка вулиця	Солодка вулиця
Солодкий провулок	Солодкий провулок
Солодова вулиця	Солодова вулиця
Солодовнікова вулиця	Солодовнікова вулиця
Солодухіна вулиця	Солодухіна вулиця
Солом'яна вулиця	Соломʼяна вулиця
Солом'яний провулок	Соломʼяний провулок
Солом'яного провулок	Соломʼяного провулок

Солом’янка вулиця	Соломʼянка вулиця


Соломатіна вулиця	Соломатіна вулиця
Соломії Крушельницької вулиця	Соломії Крушельницької вулиця
Соломії Крушельницької вулиця (Войкова)	Соломії Крушельницької вулиця (Войкова)
Соломії Крушельницької провулок	Соломії Крушельницької провулок
Соломії Крушильницької вулиця	Соломії Крушильницької вулиця
Соломіна вулиця	Соломіна вулиця
Соломона Ляйнберга вулиця	Соломона Ляйнберга вулиця
Соломона Рокаха вулиця	Соломона Рокаха вулиця
Соломонова вулиця	Соломонова вулиця

Солона вулиця	Солона вулиця
Солонецька вулиця	Солонецька вулиця
Солонецький провулок	Солонецький провулок
Солоний Ставок вулиця	Солоний Ставок вулиця
Солоний Яр вулиця	Солоний Яр вулиця
Солонична вулиця	Солонична вулиця
Солонці вулиця	Солонці вулиця
Солонці провулок	Солонці провулок
Солонцюватий провулок	Солонцюватий провулок
Солончакова вулиця	Солончакова вулиця
Солончаковий провулок	Солончаковий провулок
Солончаковий тупик	Солончаковий тупик
Солончука Володимира вулиця	Солончука Володимира вулиця

Солопа вулиця	Солопа вулиця
Солопа провулок	Солопа провулок
Солопія Черевика вулиця	Солопія Черевика вулиця


Солтановського вулиця	Солтановського вулиця

Солтівського вулиця	Солтівського вулиця

Соляна вулиця	Соляна вулиця
Соляний провулок	Соляний провулок

Солянників вулиця	Солянників вулиця

Сомівка вулиця	Сомівка вулиця

Сомова вулиця	Сомова вулиця
Сомовий провулок	Сомовий провулок
Сонця вулиця	Сонця вулиця
Сонячна (Щорса) вулиця	Сонячна (Щорса) вулиця
Сонячна бічна вулиця	Сонячна бічна вулиця
Сонячна Бічна вулиця	Сонячна Бічна вулиця
Сонячна Верхня вулиця	Сонячна Верхня вулиця
Сонячна вулиця	Сонячна вулиця

Сонячна провулок	Сонячна провулок
сонячний	сонячний
Сонячний	Сонячний
Сонячний (Щорса) вулиця	Сонячний (Щорса) вулиця
Сонячний бульвар	Сонячний бульвар
Сонячний в’їзд	Сонячний вʼїзд
сонячний кв	сонячний кв
Сонячний кв	Сонячний кв
Сонячний кв.	Сонячний кв.
Сонячний квартал	Сонячний квартал
Сонячний мікрорайон	Сонячний мікрорайон
Сонячний провулок	Сонячний провулок
Сонячний проїзд	Сонячний проїзд
Сонячний тупик	Сонячний тупик
Сонячний Шлях вулиця	Сонячний Шлях вулиця

Сонячної провулок	Сонячної провулок
Сонячня вулиця	Сонячня вулиця
Соняшна вулиця	Соняшна вулиця
Соняшникова вулиця	Соняшникова вулиця
Соняшниковий в’їзд	Соняшниковий вʼїзд
Соняшниковий провулок	Соняшниковий провулок

Сопіна вулиця	Сопіна вулиця
Сопіна провулок	Сопіна провулок
Соратників вулиця	Соратників вулиця



Соровського вулиця	Соровського вулиця
Сорок друга вулиця	Сорок друга вулиця
Сорок четверта вулиця	Сорок четверта вулиця
Сорокаріччя Жовтня вулиця	Сорокаріччя Жовтня вулиця
Сорокаріччя Жовтня провулок	Сорокаріччя Жовтня провулок

Сорокіна вулиця	Сорокіна вулиця
Сорокіна провулок	Сорокіна провулок
Сорокова вулиця	Сорокова вулиця
Сорокового вулиця	Сорокового вулиця
Сорокової Армії площа	Сорокової Армії площа

Сорокопуда вулиця	Сорокопуда вулиця
Сороханка вулиця	Сороханка вулиця
Сороча вулиця	Сороча вулиця


Сортовипробувальний провулок	Сортовипробувальний провулок
Сортувальна	Сортувальна
Сортувальна вулиця	Сортувальна вулиця
Сортувальна Набережна вулиця	Сортувальна Набережна вулиця
Сортувальний Набережний проїзд	Сортувальний Набережний проїзд
Сортувальний провулок	Сортувальний провулок
Сосна урочище	Сосна урочище
Сосницька вулиця	Сосницька вулиця
Сосницький провулок	Сосницький провулок
Соснівка вулиця	Соснівка вулиця

Сосніних вулиця	Сосніних вулиця
Соснова	Соснова
Соснова вулиця	Соснова вулиця
Соснова поляна вулиця	Соснова поляна вулиця
Сосновая	Сосновая
Сосновий Бір	Сосновий Бір

Сосновий бір вулиця	Сосновий бір вулиця
Сосновий Бір вулиця	Сосновий Бір вулиця
Сосновий Гай вулиця	Сосновий Гай вулиця
Сосновий мікрорайон	Сосновий мікрорайон
Сосновий провулок	Сосновий провулок
Сосновий проїзд	Сосновий проїзд
Соснової провулок	Соснової провулок


Сосновського вулиця	Сосновського вулиця
Сосновського провулок	Сосновського провулок
Сосновый проезд	Сосновый проезд
Сосонка вулиця	Сосонка вулиця

Сосюри провулок	Сосюри провулок
Сотенний провулок	Сотенний провулок
Сотника Василя Панаса вулиця	Сотника Василя Панаса вулиця
Сотника Компанійця вулиця	Сотника Компанійця вулиця

Сотника Орлика вулиця	Сотника Орлика вулиця
Сотника Павлюка вулиця	Сотника Павлюка вулиця
Сотника Палієва вулиця	Сотника Палієва вулиця

Сотника Савінського провулок	Сотника Савінського провулок
Сотника Семенова вулиця	Сотника Семенова вулиця
Сотника Сергія Дідича вулиця	Сотника Сергія Дідича вулиця
Сотника Соболевського вулиця	Сотника Соболевського вулиця
Сотника Теодора Мартинця вулиця	Сотника Теодора Мартинця вулиця

Сотниківка вулиця	Сотниківка вулиця


Сотницька вулиця	Сотницька вулиця
Сотницький провулок	Сотницький провулок
Сотні Білого вулиця	Сотні Білого вулиця
Сотні Гамалії вулиця	Сотні Гамалії вулиця
Сотні Кривоноса вулиця	Сотні Кривоноса вулиця
Сотні Мороза вулиця	Сотні Мороза вулиця
Сотні Спартака вулиця	Сотні Спартака вулиця
Сотні Спартана вулиця	Сотні Спартана вулиця
Сотнікова вулиця	Сотнікова вулиця
Сотої Львівської дивізії вулиця	Сотої Львівської дивізії вулиця
Софи Перовского	Софи Перовского
Софі центр	Софі центр

Софіі Перовської вулиця	Софіі Перовської вулиця
Софії Галечко вулиця	Софії Галечко вулиця
Софії Галичко вулиця	Софії Галичко вулиця
Софії Караффи-Корбут вулиця	Софії Караффи-Корбут вулиця
Софії Ковалевської вулиця	Софії Ковалевської вулиця
Софії Ковалевської провулок	Софії Ковалевської провулок
Софії Малильо вулиця	Софії Малильо вулиця
Софії Окуневської вулиця	Софії Окуневської вулиця
Софії Перовської вулиця	Софії Перовської вулиця
СофіЇ ПеровськоЇ вулиця	СофіЇ ПеровськоЇ вулиця
Софії Перовської провулок	Софії Перовської провулок
Софії Русової вулиця	Софії Русової вулиця
Софії Русової провулок	Софії Русової провулок
Софії Степаненко вулиця	Софії Степаненко вулиця
Софії Терещенко вулиця	Софії Терещенко вулиця
Софії Яблонської вулиця	Софії Яблонської вулиця
Софіївка вулиця	Софіївка вулиця






Софонівка вулиця	Софонівка вулиця
Софрона Дмитерка вулиця	Софрона Дмитерка вулиця
Софрона Недільського вулиця	Софрона Недільського вулиця

Сохацького вулиця	Сохацького вулиця
Сохора вулиця	Сохора вулиця
Соцгородок вулиця	Соцгородок вулиця
Соціалістична вулиця	Соціалістична вулиця
Соціалістична вулиця (Василя Стуса)	Соціалістична вулиця (Василя Стуса)
Соціалістичний провулок	Соціалістичний провулок
Соціалістичного Донбасу вулиця	Соціалістичного Донбасу вулиця
Соціальна вулиця	Соціальна вулиця
Соціальний провулок	Соціальний провулок
Соцмістечко	Соцмістечко
Соцмістечко вулиця	Соцмістечко вулиця
Соцпраці вулиця	Соцпраці вулиця
